"","applicantAge","householdComposition","grossIncome","primaryResidence","homeOwnersInsurance","floodInsurance","ihpEligible","sbaApproved","registrationMethod","homeDamage","destroyed","residenceType"
"8900","19-34","1","<$15,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"8901","50-64","4","$30,001-$60,000","1","1","0","0","0","Mobile","0","0","House/Duplex"
"8902","19-34","2","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8903","35-49","4","$120,001-$175,000","1","1","0","0","0","Internet","1","0","Mobile Home"
"8904","35-49","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"8905","19-34","4","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"8906","19-34","1","<$15,000","1","0","1","0","0","Mobile","1","0","Other"
"8907","19-34","1","$15,000-$30,000","0","0","0","0","0","Mobile","1","0","House/Duplex"
"8908","50-64","3","$30,001-$60,000","0","0","0","0","0","Call Center","1","0","Apartment"
"8909","19-34","3","$30,001-$60,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"8910","19-34","3","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8911","35-49","1","<$15,000","1","0","0","1","0","Mobile","0","0","House/Duplex"
"8912","19-34","2","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Townhouse"
"8913","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8914","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"8915","65+","2","<$15,000","1","0","0","0","0","Internet","1","0","Townhouse"
"8916","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Townhouse"
"8917","19-34","1","<$15,000","1","0","1","0","0","Mobile","1","0","House/Duplex"
"8918","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","Apartment"
"8919","50-64","2","$30,001-$60,000","1","1","0","1","0","Call Center","1","0","House/Duplex"
"8920","19-34","4","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8921","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8922","19-34","5","<$15,000","1","0","0","0","0","DSAT","1","0","House/Duplex"
"8923","50-64","4","$30,001-$60,000","1","0","0","0","0","Internet","1","0","Apartment"
"8924","19-34","3","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8925","19-34","4","<$15,000","1","0","0","0","0","Mobile","0","0","Townhouse"
"8926","19-34",">5","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8927","19-34","2","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8928","19-34","2","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8929","65+","2","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8930","35-49","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"8931","19-34","2","<$15,000","1","0","0","0","0","Mobile","0","0","Apartment"
"8932","19-34","1","$60,001-$120,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8933","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8934","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8935","19-34","2","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8936","35-49","1","$30,001-$60,000","1","0","0","1","0","Mobile","0","0","Other"
"8937","19-34","1","<$15,000","1","0","0","0","0","Internet","0","0","Other"
"8938","50-64","1","$15,000-$30,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"8939","19-34","1","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"8940","35-49","1","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"8941","19-34","2","$30,001-$60,000","1","0","0","0","0","Internet","1","0","Apartment"
"8942","50-64","3","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"8943","19-34","2","$30,001-$60,000","1","0","0","0","0","Internet","1","0","Apartment"
"8944","19-34","1","<$15,000","1","0","0","1","0","Mobile","1","0","Apartment"
"8945","35-49","2","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"8946","50-64","3","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8947","35-49","2","<$15,000","1","0","0","0","0","Internet","0","0","Other"
"8948","50-64","2","<$15,000","1","0","0","0","0","DSAT","1","0","House/Duplex"
"8949","35-49","1","$30,001-$60,000","1","0","0","0","0","DSAT","1","0","Other"
"8950","19-34","3","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8951","35-49","1","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"8952","65+","1","<$15,000","1","0","0","0","0","Call Center","1","0","Other"
"8953","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"8954","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8955","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"8956","19-34","3","<$15,000","1","0","0","1","0","Mobile","1","0","Apartment"
"8957","35-49","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"8958","35-49","4","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"8959","35-49","3","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"8960","19-34","1","<$15,000","1","0","0","0","0","Mobile","0","0","Apartment"
"8961","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Other"
"8962","35-49","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8963","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"8964","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8965","19-34","3","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"8966","19-34","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","Townhouse"
"8967","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8968","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"8969","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8970","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8971","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"8972","65+","4","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"8973","35-49","4","$30,001-$60,000","1","1","1","0","0","Call Center","1","0","House/Duplex"
"8974","65+","2","$30,001-$60,000","1","1","1","0","0","DSAT","1","0","House/Duplex"
"8975","50-64","2","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"8976","19-34","1","$15,000-$30,000","1","0","1","0","0","Internet","0","0","Apartment"
"8977","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Other"
"8978","19-34","1","$15,000-$30,000","1","1","0","0","0","Call Center","1","0","Apartment"
"8979","65+","3","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8980","19-34","2","$15,000-$30,000","1","0","0","0","0","Internet","0","0","Townhouse"
"8981","19-34","4",">$175,000","1","1","0","0","0","Internet","1","0","House/Duplex"
"8982","35-49","1","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"8983","35-49","3","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8984","19-34","1","$60,001-$120,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"8985","19-34","2","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"8986","19-34","1","$30,001-$60,000","1","0","0","0","0","DSAT","1","0","House/Duplex"
"8987","35-49","3","$60,001-$120,000","1","0","0","0","0","Internet","1","0","Condo"
"8988","35-49",">5","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Mobile Home"
"8989","35-49","2","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"8990","19-34","1","$30,001-$60,000","1","0","1","0","0","Mobile","1","0","Apartment"
"8991","35-49","2","$60,001-$120,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"8992","19-34","1","$30,001-$60,000","1","0","1","0","0","Mobile","1","0","Apartment"
"8993","19-34","2","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8994","19-34","4","$15,000-$30,000","1","0","0","0","0","Internet","0","0","Apartment"
"8995","19-34","2","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8996","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"8997","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"8998","19-34",">5","$60,001-$120,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"8999","50-64","3","$30,001-$60,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9000","19-34","1","$60,001-$120,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"9001","50-64","1","$15,000-$30,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"9002","35-49","4","<$15,000","1","0","0","1","0","Mobile","0","0","House/Duplex"
"9003","50-64","4","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"9004","35-49","2","$15,000-$30,000","1","1","0","0","0","Call Center","1","0","House/Duplex"
"9005","<19","4","<$15,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9006","50-64","2","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9007","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9008","35-49","2","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"9009","50-64","2","$15,000-$30,000","1","1","1","0","0","Mobile","1","0","House/Duplex"
"9010","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"9011","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9012","19-34","5","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"9013","50-64","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9014","50-64","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9015","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"9016","<19","3","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9017","35-49","2","$30,001-$60,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9018","<19","5","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","Apartment"
"9019","<19","5","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9020","19-34","4","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9021","50-64","2","<$15,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9022","35-49","2","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9023","<19",">5","$30,001-$60,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9024","35-49","2","<$15,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9025","19-34",">5","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9026","35-49","2","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9027","<19",">5","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9028","65+","1","<$15,000","1","0","0","0","0","Mobile","1","0","Other"
"9029","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"9030","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"9031","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Assisted Living Facility"
"9032","19-34","2","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9033","35-49",">5","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"9034","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9035","19-34","4","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"9036","19-34","1","<$15,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"9037","50-64","1","<$15,000","1","0","0","0","0","Call Center","1","0","Other"
"9038","19-34","1","$15,000-$30,000","1","1","0","0","0","Mobile","1","0","House/Duplex"
"9039","<19","3","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9040","50-64",">5","$30,001-$60,000","1","1","0","0","0","Call Center","1","0","House/Duplex"
"9041","<19","4","<$15,000","1","1","0","0","0","Call Center","1","0","House/Duplex"
"9042","19-34","5","$30,001-$60,000","1","0","0","0","0","DSAT","1","0","Mobile Home"
"9043","<19","3","<$15,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9044","50-64","2","<$15,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9045","<19","3","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9046","50-64","2","<$15,000","1","0","0","1","0","Call Center","1","0","Apartment"
"9047","<19","5","<$15,000","1","0","0","1","0","Call Center","1","0","Apartment"
"9048","<19",">5","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"9049","<19","5","$15,000-$30,000","1","0","0","0","0","DSAT","1","0","Apartment"
"9050","<19","4","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9051","<19","5","$30,001-$60,000","1","0","0","0","0","Call Center","1","0","Mobile Home"
"9052","<19",">5","$15,000-$30,000","1","0","0","1","0","DSAT","1","0","House/Duplex"
"9053","19-34","4","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"9054","19-34","2","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"9055","35-49","1","$120,001-$175,000","1","1","0","0","0","Internet","1","0","House/Duplex"
"9056","35-49","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"9057","35-49","2","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9058","35-49","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Townhouse"
"9059","35-49","2","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9060","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9061","50-64","2","<$15,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9062","50-64","3","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"9063","50-64","1","$30,001-$60,000","1","0","1","0","0","Mobile","1","0","House/Duplex"
"9064","65+","2","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"9065","<19",">5","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9066","65+","3","<$15,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"9067","<19","5","<$15,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9068","50-64","3","<$15,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9069","35-49",">5","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9070","19-34","5","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9071","<19","4","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9072","<19","4","$30,001-$60,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9073","<19",">5","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9074","65+","4","<$15,000","1","0","0","0","0","Call Center","1","0","Townhouse"
"9075","<19","5","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"9076","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","Apartment"
"9077","50-64","1","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"9078","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"9079","19-34","1","<$15,000","1","0","0","1","0","Mobile","1","0","Apartment"
"9080","50-64","3","<$15,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9081","35-49","4","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"9082","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"9083","19-34","1","$30,001-$60,000","1","0","1","0","0","Internet","1","0","House/Duplex"
"9084","50-64","4","$60,001-$120,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"9085","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9086","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"9087","19-34","2","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"9088","19-34","2","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"9089","19-34",">5","$15,000-$30,000","1","0","1","0","0","Call Center","1","0","House/Duplex"
"9090","50-64","2","$30,001-$60,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9091","<19","5","$15,000-$30,000","1","0","0","1","0","DSAT","1","0","Apartment"
"9092","<19","5","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9093","<19","5","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9094","<19","4","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","Mobile Home"
"9095","<19","3","<$15,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9096","35-49","5","<$15,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9097","35-49","4","$30,001-$60,000","1","0","0","0","0","Call Center","1","0","Apartment"
"9098","<19","3","<$15,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9099","<19",">5","<$15,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"9100","19-34","3","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"9101","19-34","1","<$15,000","1","0","0","0","0","DSAT","1","0","Apartment"
