"","applicantAge","householdComposition","grossIncome","primaryResidence","homeOwnersInsurance","floodInsurance","ihpEligible","sbaApproved","registrationMethod","homeDamage","destroyed","residenceType"
"7010","50-64","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7011","50-64","3","$15,000-$30,000","1","0","0","1","0","Internet","1","0","Apartment"
"7012","50-64","4","$30,001-$60,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"7013","19-34",">5","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7014","19-34","3","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7015","65+","1","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7016","50-64","5","<$15,000","1","0","0","1","0","Mobile","1","0","Travel Trailer"
"7017","19-34","4","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7018","50-64","2","<$15,000","1","0","1","1","0","Mobile","1","0","House/Duplex"
"7019","65+","1","<$15,000","1","0","0","1","0","DSAT","1","0","Apartment"
"7020","19-34","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7021","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7022","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7023","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7024","19-34","1","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7025","19-34","1","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7026","19-34","4","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7027","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7028","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"7029","50-64","1","<$15,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7030","35-49","1","$30,001-$60,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"7031","19-34","1","<$15,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7032","50-64","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","Townhouse"
"7033","35-49","3","$30,001-$60,000","1","0","0","1","0","Internet","1","0","Mobile Home"
"7034","35-49","3","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7035","35-49","5",">$175,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"7036","35-49","4",">$175,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7037","65+","3",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7038","65+","2","$30,001-$60,000","1","0","0","1","0","Internet","1","0","Apartment"
"7039","35-49","1","<$15,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7040","35-49","2","$30,001-$60,000","1","0","0","1","0","Internet","1","0","Apartment"
"7041","50-64","1","<$15,000","1","0","0","1","0","Internet","0","0","Apartment"
"7042","35-49","1","<$15,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7043","65+","2","<$15,000","1","1","1","1","0","DSAT","1","0","House/Duplex"
"7044","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7045","35-49","4","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7046","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7047","19-34","1","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7048","19-34","2","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7049","35-49","4","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7050","19-34","1","<$15,000","1","0","0","1","0","Internet","1","0","Townhouse"
"7051","50-64","1","$30,001-$60,000","1","0","0","0","0","Internet","0","0","Condo"
"7052","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"7053","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7054","50-64","1","<$15,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"7055","65+","2","$30,001-$60,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7056","19-34","3","$15,000-$30,000","1","0","0","1","0","DSAT","1","0","House/Duplex"
"7057","50-64","2","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7058","65+","1","$30,001-$60,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7059","19-34","5",">$175,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"7060","50-64","2","$120,001-$175,000","1","1","1","1","1","Internet","1","0","House/Duplex"
"7061","50-64","3",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7062","19-34","1","<$15,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7063","65+","3","$15,000-$30,000","1","1","1","1","0","Internet","1","0","Townhouse"
"7064","50-64","2","$60,001-$120,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7065","50-64","5","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7066","19-34","1","$30,001-$60,000","1","1","1","0","0","Mobile","1","0","House/Duplex"
"7067","35-49","1","$60,001-$120,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7068","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7069","19-34","1","<$15,000","1","0","0","1","0","Mobile","1","0","Condo"
"7070","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7071","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7072","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7073","19-34","4","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7074","65+","1","<$15,000","1","0","0","0","0","Call Center","1","0","Apartment"
"7075","50-64","3","$60,001-$120,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7076","35-49","1","$15,000-$30,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7077","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7078","19-34","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","Apartment"
"7079","19-34","2","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7080","65+","2",">$175,000","1","1","1","1","0","DSAT","1","0","House/Duplex"
"7081","<19","5","$30,001-$60,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7082","35-49","1","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7083","35-49","3","$60,001-$120,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7084","35-49","4",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7085","35-49","2","$30,001-$60,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7086","35-49","1","$15,000-$30,000","1","1","1","0","0","Mobile","1","0","House/Duplex"
"7087","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7088","19-34","1","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7089","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7090","50-64","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7091","19-34","3","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7092","35-49","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7093","35-49","3","<$15,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7094","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7095","35-49","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","Apartment"
"7096","19-34","1","<$15,000","1","0","0","0","0","Internet","0","0","Apartment"
"7097","35-49","1","$30,001-$60,000","1","0","0","1","0","Internet","0","0","House/Duplex"
"7098","35-49","3","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7099","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7100","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7101","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7102","50-64","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7103","<19","5","$60,001-$120,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"7104","19-34","3","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7105","35-49","3","$120,001-$175,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7106","50-64","1","<$15,000","1","0","0","1","0","DSAT","1","0","Apartment"
"7107","19-34","3","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7108","35-49","5","$15,000-$30,000","1","0","1","1","0","Mobile","1","0","Apartment"
"7109","65+","2","<$15,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"7110","65+","2",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7111","19-34","3","$30,001-$60,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"7112","50-64","3","$60,001-$120,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7113","50-64","2",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7114","35-49","1","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7115","50-64","3","<$15,000","1","0","0","1","0","Internet","1","0","Apartment"
"7116","35-49",">5","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7117","50-64","2","$15,000-$30,000","1","0","0","1","0","Internet","1","0","Apartment"
"7118","35-49","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7119","50-64","1","$30,001-$60,000","1","0","0","0","0","DSAT","1","0","House/Duplex"
"7120","19-34","1","<$15,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"7121","35-49","1","$15,000-$30,000","1","0","0","1","0","Internet","0","0","Apartment"
"7122","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7123","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7124","19-34","3","<$15,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7125","35-49","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7126","35-49","1","$30,001-$60,000","1","0","1","0","0","Internet","1","0","House/Duplex"
"7127","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7128","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7129","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7130","35-49","2","$60,001-$120,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7131","35-49","4","$60,001-$120,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7132","50-64","1","$15,000-$30,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7133","35-49","1","$60,001-$120,000","1","0","0","1","0","Internet","1","0","Apartment"
"7134","<19",">5","<$15,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7135","50-64","5","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"7136","19-34","3","<$15,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"7137","50-64","2",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7138","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7139","19-34","1","<$15,000","1","0","1","0","0","Mobile","1","0","House/Duplex"
"7140","35-49","3","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7141","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7142","50-64","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"7143","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7144","19-34","2","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"7145","35-49","2","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7146","35-49","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","Apartment"
"7147","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"7148","19-34","2","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7149","19-34","3","$60,001-$120,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7150","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7151","65+","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","Apartment"
"7152","19-34","1","<$15,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7153","50-64","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7154","35-49","2","$30,001-$60,000","1","0","0","1","1","Call Center","1","0","House/Duplex"
"7155","35-49","1","<$15,000","1","0","0","1","0","Call Center","1","0","Travel Trailer"
"7156","65+","2","$30,001-$60,000","1","0","1","1","0","Internet","1","0","House/Duplex"
"7157","<19","4","$30,001-$60,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7158","19-34","2","$15,000-$30,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7159","50-64","3",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7160","<19","3","<$15,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7161","50-64","2","$30,001-$60,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7162","19-34","3","$60,001-$120,000","1","0","1","1","0","Internet","0","0","Apartment"
"7163","50-64","1","$30,001-$60,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7164","19-34","4","$60,001-$120,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7165","50-64","1","$15,000-$30,000","1","0","0","0","0","DSAT","1","0","Apartment"
"7166","19-34","4","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7167","19-34","1","<$15,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7168","19-34","2","$30,001-$60,000","1","1","1","0","0","Mobile","1","0","House/Duplex"
"7169","50-64","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7170","35-49","1","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7171","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7172","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7173","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7174","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"7175","35-49","1","<$15,000","1","0","1","0","0","Mobile","1","0","Townhouse"
"7176","35-49","1","$30,001-$60,000","1","0","0","0","0","DSAT","1","0","House/Duplex"
"7177","50-64","2","$30,001-$60,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7178","19-34","3","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Mobile Home"
"7179","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7180","50-64","4",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7181","65+","2","$30,001-$60,000","1","0","1","1","0","Internet","1","0","House/Duplex"
"7182","65+","2",">$175,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"7183","65+","2","$15,000-$30,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7184","65+","3","$30,001-$60,000","1","1","1","1","1","Call Center","1","0","House/Duplex"
"7185","50-64","2","$60,001-$120,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7186","50-64","3","$15,000-$30,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7187","65+","1","$30,001-$60,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7188","19-34","1","<$15,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7189","35-49","3","$60,001-$120,000","1","0","0","1","0","Internet","1","0","Townhouse"
"7190","50-64","2","$15,000-$30,000","1","0","0","1","0","Call Center","0","0","House/Duplex"
"7191","50-64","1","$60,001-$120,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"7192","19-34","2","$15,000-$30,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"7193","19-34","1","<$15,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7194","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7195","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7196","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7197","50-64","2","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7198","19-34","2","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7199","50-64","1","<$15,000","1","0","0","0","0","Mobile","1","0","Mobile Home"
"7200","35-49","3","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7201","<19","2","<$15,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"7202","35-49","4","$120,001-$175,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7203","35-49","1","$30,001-$60,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7204","<19",">5","$30,001-$60,000","1","0","0","1","0","Call Center","0","0","Apartment"
"7205","35-49","2","$60,001-$120,000","1","0","0","1","0","Internet","1","0","Townhouse"
"7206","65+","1","$15,000-$30,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"7207","50-64","4","$30,001-$60,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7208","19-34","4","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7209","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7210","19-34",">5","$15,000-$30,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"7211","19-34","3","$30,001-$60,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7212","35-49","2","<$15,000","1","0","0","0","0","Call Center","1","0","House/Duplex"
"7213","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"7214","35-49","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7215","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7216","19-34","4","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7217","50-64","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7218","35-49","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7219","65+","1","<$15,000","1","0","0","1","0","Internet","1","0","Other"
"7220","50-64","2",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7221","19-34","2","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7222","35-49","4","$60,001-$120,000","1","1","1","1","1","Mobile","1","0","House/Duplex"
"7223","<19","3","$15,000-$30,000","1","0","0","1","0","Internet","1","0","Apartment"
"7224","19-34","5","$60,001-$120,000","1","0","0","1","0","Internet","1","0","Apartment"
"7225","<19","5","<$15,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"7226","19-34","3","$30,001-$60,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7227","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7228","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7229","50-64","1","<$15,000","1","0","0","0","0","Mobile","1","0","Other"
"7230","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7231","19-34","3","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7232","19-34","3","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7233","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7234","50-64","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7235","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7236","19-34","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","Apartment"
"7237","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"7238","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7239","50-64","2","$30,001-$60,000","1","1","1","1","0","Call Center","1","0","House/Duplex"
"7240","65+","1","$30,001-$60,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7241","35-49","1","$15,000-$30,000","1","0","0","1","0","Internet","1","0","Apartment"
"7242","19-34","5","$30,001-$60,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"7243","35-49",">5","<$15,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7244","19-34","3","$15,000-$30,000","1","0","0","1","0","Internet","1","0","Apartment"
"7245","35-49","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Other"
"7246","19-34","1","$30,001-$60,000","1","0","0","0","0","Internet","1","0","Apartment"
"7247","19-34","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7248","50-64","1","$30,001-$60,000","1","0","1","0","0","Mobile","1","0","House/Duplex"
"7249","19-34","1","$60,001-$120,000","1","0","1","0","0","Mobile","0","0","Apartment"
"7250","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7251","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7252","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"7253","35-49","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7254","50-64","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7255","35-49","1","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7256","19-34","1","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7257","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Townhouse"
"7258","35-49","3","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7259","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7260","19-34","1","$30,001-$60,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"7261","35-49","1","$30,001-$60,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"7262","50-64","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"7263","35-49",">5",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7264","50-64","1","<$15,000","1","0","0","1","0","Call Center","1","0","House/Duplex"
"7265","19-34","4","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7266","50-64","4","$60,001-$120,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"7267","50-64","5","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7268","19-34","3","$60,001-$120,000","1","1","1","1","0","Internet","1","0","Condo"
"7269","19-34","2","$30,001-$60,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7270","35-49","1","$30,001-$60,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7271","35-49","4","$60,001-$120,000","1","1","1","1","1","Call Center","1","0","House/Duplex"
"7272","19-34","4","$30,001-$60,000","1","0","0","1","0","Mobile","0","0","Townhouse"
"7273","19-34","5","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7274","35-49","3",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7275","19-34","1","$30,001-$60,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"7276","19-34","3","$60,001-$120,000","1","0","0","1","0","Mobile","0","0","Apartment"
"7277","19-34","4","$30,001-$60,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"7278","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7279","35-49","1","$60,001-$120,000","1","1","1","0","0","Internet","1","0","Townhouse"
"7280","19-34","2","<$15,000","1","0","0","1","0","Mobile","0","0","House/Duplex"
"7281","35-49","5","$15,000-$30,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7282","19-34","4","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7283","50-64","3","$60,001-$120,000","1","0","0","0","0","Internet","1","0","House/Duplex"
"7284","50-64","1","$30,001-$60,000","1","0","0","0","0","Internet","0","0","House/Duplex"
"7285","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7286","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7287","19-34","1","$30,001-$60,000","1","0","0","0","0","Mobile","0","0","House/Duplex"
"7288","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7289","35-49","3","<$15,000","1","0","0","0","0","Mobile","1","0","Assisted Living Facility"
"7290","35-49",">5","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7291","19-34","1","$15,000-$30,000","1","0","1","1","0","Mobile","0","0","Apartment"
"7292","50-64","2","$60,001-$120,000","1","1","0","1","0","Mobile","1","0","House/Duplex"
"7293","19-34","3","<$15,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7294","19-34","2","<$15,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7295","65+","2","$15,000-$30,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7296","19-34","1","<$15,000","1","0","0","1","0","Call Center","1","0","Apartment"
"7297","19-34","4","$15,000-$30,000","1","0","0","1","0","Internet","0","0","Apartment"
"7298","65+","1","$30,001-$60,000","1","0","0","1","0","Internet","1","0","Apartment"
"7299","50-64","4","$30,001-$60,000","1","1","1","1","0","Mobile","1","0","House/Duplex"
"7300","19-34","4","$30,001-$60,000","1","0","0","1","0","Internet","1","0","House/Duplex"
"7301","19-34","1","$30,001-$60,000","1","0","0","1","0","Internet","0","0","Apartment"
"7302","35-49","4","$60,001-$120,000","1","0","0","1","0","Mobile","1","0","Apartment"
"7303","65+","2","$120,001-$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7304","19-34","2","$30,001-$60,000","1","0","0","1","0","Internet","1","0","Apartment"
"7305","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"7306","19-34","2","$15,000-$30,000","0","0","0","0","0","Mobile","1","0","Other"
"7307","50-64","3","<$15,000","1","0","0","0","0","DSAT","1","0","House/Duplex"
"7308","19-34","2","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","House/Duplex"
"7309","19-34","3","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7310","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7311","50-64","1","<$15,000","1","0","1","0","0","Mobile","1","0","Apartment"
"7312","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7313","35-49","1","$15,000-$30,000","1","0","0","0","0","Internet","1","0","Apartment"
"7314","19-34","1","$15,000-$30,000","1","0","0","0","0","Mobile","0","0","Apartment"
"7315","19-34","1","<$15,000","1","0","0","0","0","Mobile","1","0","Other"
"7316","35-49","1","<$15,000","1","0","0","0","0","Mobile","1","0","Apartment"
"7317","19-34","1","<$15,000","1","0","0","0","0","Internet","1","0","Apartment"
"7318","19-34","1","<$15,000","1","0","0","1","0","Internet","1","0","Apartment"
"7319","19-34","1","$15,000-$30,000","1","0","0","1","0","Internet","0","0","Apartment"
"7320","19-34","1","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","House/Duplex"
"7321","35-49","2",">$175,000","1","1","1","1","0","Internet","1","0","House/Duplex"
"7322","19-34","3","$30,001-$60,000","1","0","0","1","0","Mobile","0","0","House/Duplex"
"7323","19-34","1","$15,000-$30,000","1","0","0","1","0","Mobile","0","0","House/Duplex"
"7324","35-49","2","$15,000-$30,000","1","0","0","1","0","Mobile","1","0","Apartment"
